净值日期,每万份收益,7日年化收益率,申购状态,赎回状态
2014-11-02,1.0819,4.105,开放申购,开放赎回
2014-11-03,1.0884,4.098,开放申购,开放赎回
2014-11-04,1.103,4.056,开放申购,开放赎回
2014-11-05,1.1036,4.056,开放申购,开放赎回
2014-11-06,1.086,4.057,开放申购,开放赎回
2014-11-07,1.0981,4.066,开放申购,开放赎回
2014-11-08,1.0859,4.068,开放申购,开放赎回
2014-11-09,1.0857,4.07,开放申购,开放赎回
2014-11-10,1.0967,4.074,开放申购,开放赎回
2014-11-11,1.1562,4.103,开放申购,开放赎回
2014-11-12,1.2804,4.199,开放申购,开放赎回
2014-11-13,1.1904,4.256,开放申购,开放赎回
2014-11-14,1.083,4.248,开放申购,开放赎回
2014-11-15,1.0775,4.243,开放申购,开放赎回
2014-11-16,1.0773,4.238,开放申购,开放赎回
2014-11-17,1.1056,4.243,开放申购,开放赎回
2014-11-18,1.123,4.225,开放申购,开放赎回
2014-11-19,1.0823,4.118,开放申购,开放赎回
2014-11-20,1.0996,4.068,开放申购,开放赎回
2014-11-21,1.1016,4.078,开放申购,开放赎回
2014-11-22,1.0764,4.078,开放申购,开放赎回
2014-11-23,1.076,4.077,开放申购,开放赎回
2014-11-24,1.0968,4.072,开放申购,开放赎回
2014-11-25,1.0757,4.047,开放申购,开放赎回
2014-11-26,1.0796,4.045,开放申购,开放赎回
2014-11-27,1.0787,4.034,开放申购,开放赎回
2014-11-28,1.1398,4.055,开放申购,开放赎回
2014-11-29,1.0801,4.057,开放申购,开放赎回
2014-11-30,1.08,4.059,开放申购,开放赎回
2014-12-01,1.114,4.068,开放申购,开放赎回
2014-12-02,1.1159,4.09,开放申购,开放赎回
2014-12-03,1.0772,4.089,开放申购,开放赎回
2014-12-04,1.0971,4.099,开放申购,开放赎回
2014-12-05,1.0899,4.072,开放申购,开放赎回
2014-12-06,1.0699,4.066,开放申购,开放赎回
2014-12-07,1.0698,4.061,开放申购,开放赎回
2014-12-08,1.0698,4.037,开放申购,开放赎回
2014-12-09,1.0689,4.011,开放申购,开放赎回
2014-12-10,1.1231,4.036,开放申购,开放赎回
2014-12-11,1.0844,4.029,开放申购,开放赎回
2014-12-12,1.0821,4.025,开放申购,开放赎回
2014-12-13,1.0811,4.031,开放申购,开放赎回
2014-12-14,1.0807,4.037,开放申购,开放赎回
2014-12-15,1.1063,4.057,开放申购,开放赎回
2014-12-16,1.1253,4.087,开放申购,开放赎回
2014-12-17,1.1151,4.083,开放申购,开放赎回
2014-12-18,1.1658,4.127,开放申购,开放赎回
2014-12-19,1.2619,4.225,开放申购,开放赎回
2014-12-20,1.2597,4.322,开放申购,开放赎回
2014-12-21,1.2595,4.419,开放申购,开放赎回
2014-12-22,1.2884,4.518,开放申购,开放赎回
2014-12-23,1.3361,4.633,开放申购,开放赎回
2014-12-24,1.3466,4.76,开放申购,开放赎回
2014-12-25,1.3302,4.849,开放申购,开放赎回
2014-12-26,1.2643,4.851,开放申购,开放赎回
2014-12-27,1.2611,4.852,开放申购,开放赎回
2014-12-28,1.2609,4.852,开放申购,开放赎回
2014-12-29,1.2756,4.845,开放申购,开放赎回
2014-12-30,1.2372,4.791,开放申购,开放赎回
2014-12-31,1.2234,4.724,开放申购,开放赎回
2015-01-01,1.2239,4.666,开放申购,开放赎回
2015-01-02,1.2237,4.644,开放申购,开放赎回
2015-01-03,1.2236,4.623,开放申购,开放赎回
2015-01-04,1.2234,4.603,开放申购,开放赎回
2015-01-05,1.2255,4.576,开放申购,开放赎回
2015-01-06,1.2153,4.564,开放申购,开放赎回
2015-01-07,1.1997,4.551,开放申购,开放赎回
2015-01-08,1.1885,4.531,开放申购,开放赎回
2015-01-09,1.1745,4.505,开放申购,开放赎回
2015-01-10,1.1743,4.478,开放申购,开放赎回
2015-01-11,1.1741,4.451,开放申购,开放赎回
2015-01-12,1.3137,4.499,开放申购,开放赎回
2015-01-13,1.1827,4.481,开放申购,开放赎回
2015-01-14,1.1883,4.475,开放申购,开放赎回
2015-01-15,1.1704,4.465,开放申购,开放赎回
2015-01-16,1.2082,4.483,开放申购,开放赎回
2015-01-17,1.1618,4.477,开放申购,开放赎回
2015-01-18,1.1616,4.47,开放申购,开放赎回
2015-01-19,1.1776,4.396,开放申购,开放赎回
2015-01-20,1.186,4.398,开放申购,开放赎回
2015-01-21,1.162,4.383,开放申购,开放赎回
2015-01-22,1.175,4.386,开放申购,开放赎回
2015-01-23,1.1811,4.371,开放申购,开放赎回
2015-01-24,1.1636,4.372,开放申购,开放赎回
2015-01-25,1.1634,4.373,开放申购,开放赎回
2015-01-26,1.1731,4.37,开放申购,开放赎回
2015-01-27,1.1588,4.356,开放申购,开放赎回
2015-01-28,1.1861,4.369,开放申购,开放赎回
2015-01-29,1.1613,4.361,开放申购,开放赎回
2015-01-30,1.1627,4.351,开放申购,开放赎回
2015-01-31,1.1624,4.351,开放申购,开放赎回
2015-02-01,1.1594,4.348,开放申购,开放赎回
2015-02-02,1.1604,4.342,开放申购,开放赎回
2015-02-03,1.1588,4.342,开放申购,开放赎回
2015-02-04,1.1624,4.329,开放申购,开放赎回
2015-02-05,1.1558,4.326,开放申购,开放赎回
2015-02-06,1.1497,4.319,开放申购,开放赎回
2015-02-07,1.1497,4.312,开放申购,开放赎回
2015-02-08,1.1495,4.306,开放申购,开放赎回
2015-02-09,1.1736,4.314,开放申购,开放赎回
2015-02-10,1.1737,4.322,开放申购,开放赎回
2015-02-11,1.2102,4.348,开放申购,开放赎回
2015-02-12,1.2063,4.375,开放申购,开放赎回
2015-02-13,1.2336,4.421,开放申购,开放赎回
2015-02-14,1.1894,4.442,开放申购,开放赎回
2015-02-15,1.2198,4.481,开放申购,开放赎回
2015-02-16,1.1981,4.494,开放申购,开放赎回
2015-02-17,1.2085,4.513,开放申购,开放赎回
2015-02-18,1.182,4.498,开放申购,开放赎回
2015-02-19,1.1818,4.484,开放申购,开放赎回
2015-02-20,1.1817,4.456,开放申购,开放赎回
2015-02-21,1.1808,4.451,开放申购,开放赎回
2015-02-22,1.1807,4.43,开放申购,开放赎回
2015-02-23,1.1802,4.42,开放申购,开放赎回
2015-02-24,1.1801,4.405,开放申购,开放赎回
2015-02-25,1.2552,4.445,开放申购,开放赎回
2015-02-26,1.1986,4.454,开放申购,开放赎回
2015-02-27,1.2104,4.469,开放申购,开放赎回
2015-02-28,1.1908,4.475,开放申购,开放赎回
2015-03-01,1.1846,4.477,开放申购,开放赎回
2015-03-02,1.1862,4.48,开放申购,开放赎回
2015-03-03,1.1898,4.486,开放申购,开放赎回
2015-03-04,1.2002,4.456,开放申购,开放赎回
2015-03-05,1.1884,4.45,开放申购,开放赎回
2015-03-06,1.2167,4.453,开放申购,开放赎回
2015-03-07,1.1884,4.452,开放申购,开放赎回
2015-03-08,1.1882,4.454,开放申购,开放赎回
2015-03-09,1.1974,4.46,开放申购,开放赎回
2015-03-10,1.2282,4.481,开放申购,开放赎回
2015-03-11,1.2027,4.483,开放申购,开放赎回
2015-03-12,1.1994,4.489,开放申购,开放赎回
2015-03-13,1.2015,4.48,开放申购,开放赎回
2015-03-14,1.19,4.481,开放申购,开放赎回
2015-03-15,1.1896,4.482,开放申购,开放赎回
2015-03-16,1.2685,4.521,开放申购,开放赎回
2015-03-17,1.1936,4.502,开放申购,开放赎回
2015-03-18,1.2459,4.525,开放申购,开放赎回
2015-03-19,1.2222,4.538,开放申购,开放赎回
2015-03-20,1.2098,4.542,开放申购,开放赎回
2015-03-21,1.1875,4.541,开放申购,开放赎回
2015-03-22,1.1873,4.54,开放申购,开放赎回
2015-03-23,1.2358,4.522,开放申购,开放赎回
2015-03-24,1.1889,4.519,开放申购,开放赎回
2015-03-25,1.2513,4.522,开放申购,开放赎回
2015-03-26,1.1872,4.503,开放申购,开放赎回
2015-03-27,1.2018,4.499,开放申购,开放赎回
2015-03-28,1.1875,4.499,开放申购,开放赎回
2015-03-29,1.1872,4.499,开放申购,开放赎回
2015-03-30,1.2141,4.487,开放申购,开放赎回
2015-03-31,1.2003,4.493,开放申购,开放赎回
2015-04-01,1.186,4.458,开放申购,开放赎回
2015-04-02,1.1869,4.457,开放申购,开放赎回
2015-04-03,1.189,4.45,开放申购,开放赎回
2015-04-04,1.1834,4.448,开放申购,开放赎回
2015-04-05,1.1826,4.446,开放申购,开放赎回
2015-04-06,1.1824,4.428,开放申购,开放赎回
2015-04-07,1.2079,4.433,开放申购,开放赎回
2015-04-08,1.1876,4.433,开放申购,开放赎回
2015-04-09,1.2205,4.452,开放申购,开放赎回
2015-04-10,1.2181,4.468,开放申购,开放赎回
2015-04-11,1.1815,4.466,开放申购,开放赎回
2015-04-12,1.181,4.466,开放申购,开放赎回
2015-04-13,1.2486,4.502,开放申购,开放赎回
2015-04-14,1.1906,4.492,开放申购,开放赎回
2015-04-15,1.1852,4.491,开放申购,开放赎回
2015-04-16,1.2028,4.481,开放申购,开放赎回
2015-04-17,1.1826,4.462,开放申购,开放赎回
2015-04-18,1.182,4.462,开放申购,开放赎回
2015-04-19,1.1812,4.462,开放申购,开放赎回
2015-04-20,1.2241,4.449,开放申购,开放赎回
2015-04-21,1.1752,4.441,开放申购,开放赎回
2015-04-22,1.176,4.436,开放申购,开放赎回
2015-04-23,1.1574,4.411,开放申购,开放赎回
2015-04-24,1.1412,4.388,开放申购,开放赎回
2015-04-25,1.1411,4.366,开放申购,开放赎回
2015-04-26,1.1407,4.344,开放申购,开放赎回
2015-04-27,1.164,4.311,开放申购,开放赎回
2015-04-28,1.1525,4.299,开放申购,开放赎回
2015-04-29,1.1551,4.288,开放申购,开放赎回
2015-04-30,1.1349,4.275,开放申购,开放赎回
2015-05-01,1.1355,4.272,开放申购,开放赎回
2015-05-02,1.1353,4.269,开放申购,开放赎回
2015-05-03,1.1352,4.266,开放申购,开放赎回
2015-05-04,1.1388,4.253,开放申购,开放赎回
2015-05-05,1.1311,4.241,开放申购,开放赎回
2015-05-06,1.1462,4.236,开放申购,开放赎回
2015-05-07,1.144,4.241,开放申购,开放赎回
2015-05-08,1.1585,4.253,开放申购,开放赎回
2015-05-09,1.1414,4.257,开放申购,开放赎回
2015-05-10,1.1413,4.26,开放申购,开放赎回
2015-05-11,1.1617,4.273,开放申购,开放赎回
2015-05-12,1.1523,4.284,开放申购,开放赎回
2015-05-13,1.1541,4.288,开放申购,开放赎回
2015-05-14,1.1587,4.296,开放申购,开放赎回
2015-05-15,1.1273,4.279,开放申购,开放赎回
2015-05-16,1.1165,4.266,开放申购,开放赎回
2015-05-17,1.1163,4.252,开放申购,开放赎回
2015-05-18,1.1352,4.238,开放申购,开放赎回
2015-05-19,1.1536,4.239,开放申购,开放赎回
2015-05-20,1.1364,4.229,开放申购,开放赎回
2015-05-21,1.109,4.202,开放申购,开放赎回
2015-05-22,1.1318,4.204,开放申购,开放赎回
2015-05-23,1.0987,4.195,开放申购,开放赎回
2015-05-24,1.0986,4.185,开放申购,开放赎回
2015-05-25,1.1004,4.166,开放申购,开放赎回
2015-05-26,1.0907,4.132,开放申购,开放赎回
2015-05-27,1.0768,4.1,开放申购,开放赎回
2015-05-28,1.0728,4.08,开放申购,开放赎回
2015-05-29,1.0717,4.047,开放申购,开放赎回
2015-05-30,1.073,4.034,开放申购,开放赎回
2015-05-31,1.0729,4.02,开放申购,开放赎回
2015-06-01,1.0889,4.013,开放申购,开放赎回
2015-06-02,1.0894,4.013,开放申购,开放赎回
2015-06-03,1.0831,4.016,开放申购,开放赎回
2015-06-04,1.0876,4.024,开放申购,开放赎回
2015-06-05,1.0885,4.033,开放申购,开放赎回
2015-06-06,1.0862,4.04,开放申购,开放赎回
2015-06-07,1.086,4.047,开放申购,开放赎回
2015-06-08,1.0826,4.044,开放申购,开放赎回
2015-06-09,1.0931,4.046,开放申购,开放赎回
2015-06-10,1.0817,4.045,开放申购,开放赎回
2015-06-11,1.0826,4.043,开放申购,开放赎回
2015-06-12,1.0727,4.034,开放申购,开放赎回
2015-06-13,1.0718,4.026,开放申购,开放赎回
2015-06-14,1.0714,4.018,开放申购,开放赎回
2015-06-15,1.0605,4.006,开放申购,开放赎回
2015-06-16,1.0446,3.98,开放申购,开放赎回
2015-06-17,1.0185,3.946,开放申购,开放赎回
2015-06-18,0.9942,3.898,开放申购,开放赎回
2015-06-19,0.99,3.853,开放申购,开放赎回
2015-06-20,0.9826,3.805,开放申购,开放赎回
2015-06-21,0.9825,3.757,开放申购,开放赎回
2015-06-22,0.9821,3.714,开放申购,开放赎回
2015-06-23,0.9683,3.673,开放申购,开放赎回
2015-06-24,0.9593,3.641,开放申购,开放赎回
2015-06-25,0.9659,3.626,开放申购,开放赎回
2015-06-26,0.9323,3.595,开放申购,开放赎回
2015-06-27,0.9327,3.568,开放申购,开放赎回
2015-06-28,0.9326,3.541,开放申购,开放赎回
2015-06-29,0.9251,3.51,开放申购,开放赎回
2015-06-30,0.9192,3.483,开放申购,开放赎回
2015-07-01,0.9181,3.461,开放申购,开放赎回
2015-07-02,0.9168,3.435,开放申购,开放赎回
2015-07-03,0.9169,3.426,开放申购,开放赎回
2015-07-04,0.9141,3.416,开放申购,开放赎回
2015-07-05,0.914,3.406,开放申购,开放赎回
2015-07-06,0.9217,3.405,开放申购,开放赎回
2015-07-07,0.9278,3.409,开放申购,开放赎回
2015-07-08,0.9289,3.415,开放申购,开放赎回
2015-07-09,0.9266,3.42,开放申购,开放赎回
2015-07-10,0.9161,3.42,开放申购,开放赎回
2015-07-11,0.9156,3.421,开放申购,开放赎回
2015-07-12,0.915,3.421,开放申购,开放赎回
2015-07-13,0.9399,3.431,开放申购,开放赎回
2015-07-14,0.9984,3.469,开放申购,开放赎回
2015-07-15,0.925,3.467,开放申购,开放赎回
2015-07-16,0.9167,3.462,开放申购,开放赎回
2015-07-17,0.9055,3.456,开放申购,开放赎回
2015-07-18,0.9043,3.45,开放申购,开放赎回
2015-07-19,0.904,3.444,开放申购,开放赎回
2015-07-20,0.924,3.435,开放申购,开放赎回
2015-07-21,0.8981,3.381,开放申购,开放赎回
2015-07-22,0.894,3.365,开放申购,开放赎回
2015-07-23,0.893,3.352,开放申购,开放赎回
2015-07-24,0.9198,3.359,开放申购,开放赎回
2015-07-25,0.8851,3.349,开放申购,开放赎回
2015-07-26,0.8846,3.339,开放申购,开放赎回
2015-07-27,0.9141,3.333,开放申购,开放赎回
2015-07-28,0.8796,3.323,开放申购,开放赎回
2015-07-29,0.8837,3.318,开放申购,开放赎回
2015-07-30,0.8731,3.307,开放申购,开放赎回
2015-07-31,0.8725,3.282,开放申购,开放赎回
2015-08-01,0.8672,3.272,开放申购,开放赎回
2015-08-02,0.8671,3.263,开放申购,开放赎回
2015-08-03,0.8656,3.236,开放申购,开放赎回
2015-08-04,0.8768,3.235,开放申购,开放赎回
2015-08-05,0.889,3.238,开放申购,开放赎回
2015-08-06,0.8708,3.237,开放申购,开放赎回
2015-08-07,0.8637,3.232,开放申购,开放赎回
2015-08-08,0.8603,3.228,开放申购,开放赎回
2015-08-09,0.8599,3.224,开放申购,开放赎回
2015-08-10,0.8918,3.238,开放申购,开放赎回
2015-08-11,0.896,3.249,开放申购,开放赎回
2015-08-12,0.8726,3.24,开放申购,开放赎回
2015-08-13,0.8738,3.241,开放申购,开放赎回
2015-08-14,0.8761,3.248,开放申购,开放赎回
2015-08-15,0.8599,3.248,开放申购,开放赎回
2015-08-16,0.8597,3.248,开放申购,开放赎回
2015-08-17,0.9413,3.274,开放申购,开放赎回
2015-08-18,0.8619,3.256,开放申购,开放赎回
2015-08-19,0.867,3.253,开放申购,开放赎回
2015-08-20,0.8607,3.246,开放申购,开放赎回
2015-08-21,0.8598,3.237,开放申购,开放赎回
2015-08-22,0.8534,3.234,开放申购,开放赎回
2015-08-23,0.8533,3.23,开放申购,开放赎回
2015-08-24,0.8993,3.208,开放申购,开放赎回
2015-08-25,0.9374,3.248,开放申购,开放赎回
2015-08-26,0.8892,3.26,开放申购,开放赎回
2015-08-27,0.8631,3.262,开放申购,开放赎回
2015-08-28,0.8547,3.259,开放申购,开放赎回
2015-08-29,0.849,3.256,开放申购,开放赎回
2015-08-30,0.8487,3.254,开放申购,开放赎回
2015-08-31,0.8698,3.238,开放申购,开放赎回
2015-09-01,0.8511,3.192,开放申购,开放赎回
2015-09-02,0.8615,3.177,开放申购,开放赎回
2015-09-03,0.8513,3.17,开放申购,开放赎回
2015-09-04,0.8509,3.168,开放申购,开放赎回
2015-09-05,0.8505,3.169,开放申购,开放赎回
2015-09-06,1.0145,3.258,开放申购,开放赎回
2015-09-07,0.8519,3.249,开放申购,开放赎回
2015-09-08,0.8747,3.261,开放申购,开放赎回
2015-09-09,0.8837,3.273,开放申购,开放赎回
2015-09-10,0.8709,3.284,开放申购,开放赎回
2015-09-11,0.8819,3.301,开放申购,开放赎回
2015-09-12,0.8545,3.303,开放申购,开放赎回
2015-09-13,0.8544,3.217,开放申购,开放赎回
2015-09-14,0.9061,3.246,开放申购,开放赎回
2015-09-15,0.8483,3.232,开放申购,开放赎回
2015-09-16,0.8472,3.212,开放申购,开放赎回
2015-09-17,0.8738,3.214,开放申购,开放赎回
2015-09-18,0.8423,3.192,开放申购,开放赎回
2015-09-19,0.843,3.186,开放申购,开放赎回
2015-09-20,0.8426,3.18,开放申购,开放赎回
2015-09-21,0.8733,3.162,开放申购,开放赎回
2015-09-22,0.8482,3.162,开放申购,开放赎回
2015-09-23,0.8192,3.147,开放申购,开放赎回
2015-09-24,0.8184,3.117,开放申购,开放赎回
2015-09-25,0.8248,3.108,开放申购,开放赎回
2015-09-26,0.8047,3.087,开放申购,开放赎回
2015-09-27,0.8046,3.067,开放申购,开放赎回
2015-09-28,0.8356,3.046,开放申购,开放赎回
2015-09-29,0.7931,3.017,开放申购,开放赎回
2015-09-30,0.7851,2.999,开放申购,开放赎回
2015-10-01,0.7991,2.988,开放申购,开放赎回
2015-10-02,0.7991,2.974,开放申购,开放赎回
2015-10-03,0.799,2.971,开放申购,开放赎回
2015-10-04,0.7988,2.968,开放申购,开放赎回
2015-10-05,0.7984,2.948,开放申购,开放赎回
2015-10-06,0.7982,2.951,开放申购,开放赎回
2015-10-07,0.7982,2.958,开放申购,开放赎回
2015-10-08,1.1255,3.133,开放申购,开放赎回
2015-10-09,0.789,3.128,开放申购,开放赎回
2015-10-10,0.8803,3.172,开放申购,开放赎回
2015-10-11,0.795,3.17,开放申购,开放赎回
2015-10-12,0.8005,3.171,开放申购,开放赎回
2015-10-13,0.7983,3.171,开放申购,开放赎回
2015-10-14,0.8285,3.187,开放申购,开放赎回
2015-10-15,0.7975,3.011,开放申购,开放赎回
2015-10-16,0.8023,3.018,开放申购,开放赎回
2015-10-17,0.7997,2.975,开放申购,开放赎回
2015-10-18,0.7985,2.977,开放申购,开放赎回
2015-10-19,0.8962,3.028,开放申购,开放赎回
2015-10-20,0.8008,3.029,开放申购,开放赎回
2015-10-21,0.8206,3.025,开放申购,开放赎回
2015-10-22,0.7895,3.021,开放申购,开放赎回
2015-10-23,0.8078,3.024,开放申购,开放赎回
2015-10-24,0.7877,3.017,开放申购,开放赎回
2015-10-25,0.7877,3.011,开放申购,开放赎回
2015-10-26,0.7943,2.957,开放申购,开放赎回
2015-10-27,0.7764,2.944,开放申购,开放赎回
2015-10-28,0.7925,2.929,开放申购,开放赎回
2015-10-29,0.7926,2.93,开放申购,开放赎回
2015-10-30,0.7674,2.909,开放申购,开放赎回
2015-10-31,0.7674,2.898,开放申购,开放赎回
2015-11-01,0.7674,2.887,开放申购,开放赎回
2015-11-02,0.779,2.879,开放申购,开放赎回
2015-11-03,0.8143,2.899,开放申购,开放赎回
2015-11-04,0.7858,2.895,开放申购,开放赎回
2015-11-05,0.7654,2.881,开放申购,开放赎回
2015-11-06,0.7789,2.887,开放申购,开放赎回
2015-11-07,0.7638,2.885,开放申购,开放赎回
2015-11-08,0.7637,2.883,开放申购,开放赎回
2015-11-09,0.8098,2.899,开放申购,开放赎回
2015-11-10,0.8435,2.915,开放申购,开放赎回
2015-11-11,0.747,2.894,开放申购,开放赎回
2015-11-12,0.7497,2.886,开放申购,开放赎回
2015-11-13,0.7511,2.871,开放申购,开放赎回
2015-11-14,0.7431,2.86,开放申购,开放赎回
2015-11-15,0.7431,2.849,开放申购,开放赎回
2015-11-16,0.7719,2.828,开放申购,开放赎回
2015-11-17,0.7708,2.79,开放申购,开放赎回
2015-11-18,0.7752,2.805,开放申购,开放赎回
2015-11-19,0.7879,2.825,开放申购,开放赎回
2015-11-20,0.7446,2.822,开放申购,开放赎回
